988,980.6115108
981,
988,
990,
995,
982,
990,
986,
984,
995,
982,
982,
979,
986,
995,
995,
988,
991,
997,
984,
990,
982,
993,
967,
972,
979,
993,
965,
984,
984,
984,
888,
960,
993,
986,
993,
942,
981,
979,
984,
981,
977,
986,
967,
982,
986,
986,
984,
977,
979,
981,
991,
979,
982,
977,
975,
975,
974,
990,
986,
982,
979,
988,
975,
988,
981,
988,
982,
977,
981,
981,
975,
984,
981,
990,
974,
972,
975,
979,
981,
988,
981,
982,
979,
991,
982,
982,
982,
981,
975,
977,
977,
979,
975,
977,
974,
986,
981,
977,
984,
977,
972,
988,
984,
972,
972,
975,
979,
979,
974,
981,
986,
977,
986,
981,
977,
977,
979,
977,
984,
977,
984,
988,
981,
991,
984,
975,
984,
970,
984,
984,
972,
979,
979,
981,
981,
974,
984,
981,
