1,899
2,891
3,891
4,888
5,890
6,887
7,882
8,881
9,885
10,875
11,877
12,872
13,877
14,869
15,875
16,859
17,857
18,857
19,858
20,851
21,849
22,854
23,845
24,845
25,843
26,838
27,829
28,822
29,817
30,820
31,825
32,818
33,809
34,804
35,802
36,794
37,791
38,788
39,782
40,783
41,779
42,772
43,774
44,772
45,775
46,771
47,771
48,767
49,762
50,757
51,758
52,759
53,749
54,756
55,745
56,745
57,748
58,738
59,742
60,738
61,735
62,724
63,717
64,723
65,714
66,710
67,700
68,699
69,701
70,690
71,690
72,689
73,683
74,684
75,683
76,679
77,675
78,678
79,678
80,675
81,672
82,671
83,665
84,668
85,661
86,665
87,655
88,648
89,640
90,639
91,641
92,637
93,636
94,624
95,622
96,621
97,618
98,617
99,614
100,609
101,606
102,606
103,601
104,595
105,596
106,594
107,594
108,587
109,579
110,580
111,578
112,574
113,573
114,572
115,569
116,562
117,560
118,554
119,552
120,548
121,539
122,542
123,539
124,530
125,527
126,527
127,523
128,513
129,506
130,503
131,502
132,499
133,500
134,498
135,494
136,491
137,486
138,484
139,485
140,481
141,477
142,470
143,467
144,468
145,462
146,460
147,456
148,452
149,449
150,447
151,446
152,441
153,439
154,434
155,433
156,430
157,432
158,427
159,425
160,419
161,416
162,413
163,410
164,407
165,402
166,397
167,394
168,391
169,387
170,385
171,380
172,377
173,373
174,370
175,361
176,358
177,353
178,349
179,347
180,343
181,338
182,334
183,332
184,327
185,323
186,320
187,316
188,314
189,311
190,308
191,303
192,300
193,295
194,289
195,286
196,283
197,280
198,279
199,276
200,271
201,267
202,263
203,259
204,256
205,251
206,247
207,244
208,241
209,238
210,233
211,229
212,225
213,222
214,218
215,215
216,211
217,207
218,202
219,199
220,194
221,190
222,186
223,183
224,179
225,175
226,171
227,167
228,164
229,160
230,156
231,153
232,150
233,146
234,143
235,139
236,136
237,132
238,128
239,125
240,122
241,118
242,115
243,111
244,107
245,104
246,100
247,97
248,93
249,90
250,87
251,85
252,81
253,78
254,75
255,71
256,68
257,65
258,62
259,59
260,57
261,54
262,51
263,49
264,48
265,46
266,45
267,44
268,42
269,40
270,38
271,37
272,35
273,34
274,33
275,32
276,30
