1,921
2,915
3,915
4,913
5,913
6,913
7,918
8,913
9,916
10,916
11,916
12,912
13,916
14,912
15,918
16,913
17,913
18,909
19,909
20,905
21,897
22,898
23,901
24,913
25,893
26,898
27,902
28,897
29,891
30,890
31,897
32,898
33,890
34,888
35,891
36,891
37,887
38,888
39,894
40,883
41,879
42,887
43,893
44,890
45,872
46,872
47,867
48,865
49,867
50,859
51,859
52,863
53,859
54,853
55,845
56,838
57,842
58,834
59,833
60,836
61,825
62,817
63,818
64,813
65,820
66,798
67,804
68,810
69,806
70,802
71,787
72,795
73,788
74,780
75,770
76,764
77,766
78,754
79,754
80,752
81,743
82,738
83,734
84,737
85,726
86,721
87,717
88,709
89,703
90,704
91,694
92,697
93,698
94,693
95,688
96,683
97,681
98,683
99,674
100,672
101,672
102,665
103,659
104,654
105,647
106,647
107,641
108,629
109,626
110,632
111,633
112,622
113,622
114,617
115,615
116,611
117,604
118,596
119,590
120,589
121,582
122,573
123,572
124,568
125,565
126,559
127,553
128,548
129,542
130,536
131,532
132,527
133,524
134,520
135,511
136,508
137,503
138,500
139,498
140,490
141,484
142,479
143,478
144,466
145,464
146,461
147,457
148,455
149,443
150,434
151,428
152,428
153,424
154,421
155,419
156,414
157,411
158,404
159,400
160,395
161,391
162,387
163,383
164,378
165,373
166,370
167,361
168,358
169,353
170,349
171,340
172,335
173,333
174,328
175,324
176,316
177,310
178,305
179,300
180,294
181,289
182,281
183,278
184,274
185,270
186,265
187,260
188,253
189,249
190,242
191,237
192,233
193,228
194,223
195,219
196,214
197,210
198,204
199,200
200,195
201,189
202,185
203,181
204,177
205,173
206,168
207,163
208,159
209,154
210,149
211,145
212,140
213,135
214,129
215,125
216,121
217,116
218,112
219,108
220,104
221,99
222,95
223,90
224,85
225,81
226,76
227,72
228,67
229,63
230,59
231,56
232,53
233,50
234,47
235,45
236,43
237,41
238,39
239,38
240,36
241,34
242,32
243,30
