1,704
2,698
3,693
4,687
5,692
6,687
7,687
8,684
9,679
10,672
11,671
12,668
13,665
14,659
15,649
16,650
17,648
18,645
19,638
20,640
21,624
22,615
23,608
24,599
25,598
26,593
27,598
28,583
29,578
30,577
31,578
32,567
33,557
34,554
35,544
36,539
37,536
38,534
39,530
40,517
41,507
42,503
43,499
44,489
45,483
46,480
47,474
48,464
49,461
50,454
51,448
52,443
53,433
54,432
55,425
56,418
57,408
58,404
59,400
60,391
61,385
62,384
63,376
64,370
65,364
66,353
67,349
68,342
69,337
70,329
71,323
72,318
73,311
74,304
75,299
76,291
77,287
78,278
79,273
80,269
81,262
82,256
83,249
84,243
85,237
86,232
87,224
88,219
89,212
90,205
91,199
92,192
93,186
94,180
95,173
96,167
97,160
98,154
99,148
100,143
101,136
102,131
103,126
104,120
105,114
106,108
107,101
108,95
109,89
110,83
111,78
112,73
113,68
114,64
115,60
116,56
117,52
118,48
119,45
120,42
121,39
122,37
123,35
124,34
125,33
126,32
127,31
128,31
129,30
