33.88966539754,130.70940991822,33.8896095231304,130.709197179065
2021/01/30,07:40:38.400,33.889665177,130.709409869,62.0347,1,20,0,-234.2692879994294,0.024968165203674245,1.0811806787235552,46.85385759988588
2021/01/30,07:40:38.600,33.889665181,130.709409872,62.0335,1,20,0,-234.08768006189914,0.024480586228267077,1.0890020878659659,46.817536012379826
2021/01/30,07:40:38.800,33.889665189,130.709409868,62.0302,1,20,0,-214.76421031948388,0.023673875012112634,1.067063196752413,42.952842063896775
2021/01/30,07:40:39.000,33.889665189,130.709409851,62.0328,1,20,0,-188.33839628712863,0.02403124361859085,1.0029171486602888,37.667679257425725
2021/01/30,07:40:39.200,33.889665188,130.709409852,62.0369,1,20,0,-191.05231073322875,0.024115183058307194,1.0078120270463575,38.21046214664575
2021/01/30,07:40:39.400,33.889665177,130.709409842,62.0324,1,20,0,-192.46588065335143,0.025540761073993546,0.9849795191364326,38.493176130670285
2021/01/30,07:40:39.600,33.889665169,130.709409846,62.0348,1,20,0,-208.3821640914617,0.026301717974432804,1.0078272993624953,41.67643281829234
2021/01/30,07:40:39.800,33.889665169,130.709409864,62.0388,1,20,0,-236.82365660528882,0.025929632628959438,1.0699160760591382,47.36473132105776
2021/01/30,07:40:40.000,33.889665176,130.709409864,62.0350,1,20,0,-226.61521503846376,0.025165531865867875,1.063932823353294,45.32304300769275
2021/01/30,07:40:40.200,33.889665177,130.709409870,62.0350,1,20,0,-236.18113967396997,0.024951497429523555,1.0848221766704622,47.236227934793995
2021/01/30,07:40:40.400,33.889665175,130.709409862,62.0356,1,20,0,-224.59842196925274,0.025311918322947283,1.0576530188978337,44.919684393850545
2021/01/30,07:40:40.600,33.889665171,130.709409872,62.0336,1,20,0,-249.16556287572257,0.025577445326658087,1.096595457869695,49.83311257514451
2021/01/30,07:40:40.800,33.889665184,130.709409878,62.0341,1,20,0,-241.8826234104158,0.024059959078321494,1.1092727120797012,48.37652468208316
2021/01/30,07:40:41.000,33.889665174,130.709409871,62.0341,1,20,0,-242.6297001552119,0.025264033544775393,1.0907816873734888,48.52594003104238
2021/01/30,07:40:41.200,33.889665177,130.709409848,62.0347,1,20,0,-200.3601391919043,0.025393456085360273,1.00596862599544,40.07202783838086
2021/01/30,07:40:41.400,33.889665174,130.709409861,62.0354,1,20,0,-224.33850221911564,0.02543992338070962,1.054996101215383,44.867700443823125
2021/01/30,07:40:41.600,33.889665178,130.709409857,62.0322,1,20,0,-212.16551366087162,0.025085306452030352,1.0368925181838162,42.433102732174326
2021/01/30,07:40:41.800,33.889665184,130.709409859,62.0311,1,20,0,-206.87890349208442,0.02439293402555465,1.0380989099991862,41.37578069841688
2021/01/30,07:40:42.000,33.889665187,130.709409862,62.0318,1,20,0,-207.43590125701036,0.024006089312655472,1.046231744358073,41.48718025140207
2021/01/30,07:40:42.200,33.889665183,130.709409834,62.0392,1,20,0,-175.38545558435075,0.025118549903426015,0.9493494418719373,35.07709111687015
2021/01/30,07:40:42.400,33.889665185,130.709409844,62.0370,1,20,0,-184.52514447573182,0.02463386507878448,0.982221552823793,36.905028895146366
2021/01/30,07:40:42.600,33.889665186,130.709409848,62.0369,1,20,0,-188.332886344805,0.024426183856414305,0.9954873652937344,37.666577268961
2021/01/30,07:40:42.800,33.889665182,130.709409838,62.0362,1,20,0,-181.1637715371887,0.025112832915256244,0.9647179228005545,36.23275430743774
2021/01/30,07:40:43.000,33.889665189,130.709409839,62.0342,1,20,0,-173.4333883221458,0.024341455109927152,0.9588953039479242,34.686677664429155
2021/01/30,07:40:43.200,33.889665189,130.709409846,62.0360,1,20,0,-181.8079340455785,0.02415479657168297,0.9844378970319709,36.3615868091157
2021/01/30,07:40:43.400,33.889665143,130.709409886,62.0338,1,20,0,-326.7610616171078,0.028491259999135692,1.1596752263195713,65.35221232342157
2021/01/30,07:40:43.600,33.889665163,130.709409865,62.0317,1,20,0,-247.49188422628123,0.026568014899163172,1.0781864870970166,49.498376845256246
